sn,_date,index_value,absolute_change,percentage_change
119,2021/02/17,"1,922.45",-14.44,-0.7454%
120,2021/02/16,"1,936.89",-26.98,-1.374%
121,2021/02/15,"1,963.88",64.45,3.3932%
122,2021/02/14,"1,899.42",-23.05,-1.199%
123,2021/02/11,"1,922.56",-25.58,-1.3128%
124,2021/02/10,"1,948.14",-19.27,-0.9793%
125,2021/02/09,"1,968.65",-29.76,-1.4891%
126,2021/02/08,"1,998.41",-19.73,-0.9776%
127,2021/02/07,"2,018.14",59.21,3.0226%
128,2021/02/04,"1,958.93",36.88,1.919%
129,2021/02/03,"1,921.64",19.79,1.0405%
130,2021/02/02,"1,901.85",33.94,1.8167%
131,2021/02/01,"1,867.92",33.60,1.8315%
132,2021/01/31,"1,834.32",-37.12,-1.9835%
133,2021/01/28,"1,871.44",-22.91,-1.2096%
134,2021/01/27,"1,894.36",-4.07,-0.2146%
135,2021/01/26,"1,898.43",-27.50,-1.4281%
136,2021/01/25,"1,925.94",-3.56,-0.1845%
137,2021/01/24,"1,929.49",51.13,2.7222%
138,2021/01/21,"1,878.36",68.29,3.773%
139,2021/01/20,"1,810.07",53.59,3.051%
140,2021/01/19,"1,756.48",-8.14,-0.4612%
141,2021/01/18,"1,764.62",-11.52,-0.6484%
142,2021/01/17,"1,776.13",-7.20,-0.4039%
143,2021/01/13,"1,783.34",30.20,1.7226%
144,2021/01/12,"1,753.14",60.91,3.5995%
145,2021/01/11,"1,692.23",3.38,0.2003%
146,2021/01/10,"1,688.84",16.65,0.9959%
147,2021/01/07,"1,672.19",10.64,0.6405%
148,2021/01/06,"1,661.55",-12.80,-0.7646%
149,2021/01/05,"1,674.35",50.59,3.1153%
150,2021/01/04,"1,623.77",2.14,0.1321%
151,2021/01/03,"1,621.62",38.93,2.4596%
152,2020/12/31,"1,582.70",4.80,0.3044%
153,2020/12/30,"1,577.89",14.30,0.9149%
154,2020/12/29,"1,563.59",-18.72,-1.1831%
155,2020/12/28,"1,581.78",2.74,0.1738%
156,2020/12/27,"1,579.03",-30.69,-1.9063%
157,2020/12/24,"1,609.72",-17.18,-1.056%
158,2020/12/23,"1,626.90",-22.07,-1.3386%
159,2020/12/22,"1,648.97",80.68,5.1445%
160,2020/12/21,"1,568.29",25.14,1.6292%
161,2020/12/20,"1,543.15",-110.41,-6.6772%
162,2020/12/17,"1,653.56",-27.36,-1.6277%
163,2020/12/16,"1,680.92",-24.36,-1.4287%
164,2020/12/15,"1,705.29",-18.58,-1.078%
165,2020/12/14,"1,723.87",-21.15,-1.2123%
166,2020/12/13,"1,745.02",-28.95,-1.6317%
167,2020/12/10,"1,773.97",-76.45,-4.1313%
168,2020/12/09,"1,850.41",22.89,1.2524%
169,2020/12/08,"1,827.53",83.89,4.8113%
170,2020/12/07,"1,743.63",98.47,5.9853%
171,2020/12/06,"1,645.17",-86.51,-4.9957%
172,2020/12/03,"1,731.68",10.36,0.6021%
173,2020/12/02,"1,721.31",88.99,5.4516%
174,2020/12/01,"1,632.32",38.63,2.4238%
175,2020/11/30,"1,593.70",89.23,5.9308%
176,2020/11/29,"1,504.47",26.66,1.8039%
177,2020/11/26,"1,477.81",6.82,0.4636%
178,2020/11/25,"1,470.99",24.78,1.7132%
179,2020/11/24,"1,446.22",21.32,1.496%
180,2020/11/23,"1,424.90",-1.75,-0.1224%
181,2020/11/22,"1,426.65",-21.43,-1.48%
182,2020/11/19,"1,448.08",21.63,1.5164%
183,2020/11/18,"1,426.45",-18.61,-1.2881%
184,2020/11/12,"1,445.06",-6.45,-0.444%
185,2020/11/11,"1,451.51",4.39,0.3035%
186,2020/11/10,"1,447.11",-0.68,-0.0467%
187,2020/11/09,"1,447.79",-15.23,-1.0412%
188,2020/11/08,"1,463.02",30.59,2.1357%
189,2020/11/05,"1,432.43",13.93,0.9819%
190,2020/11/04,"1,418.50",1.58,0.1115%
191,2020/11/03,"1,416.92",7.14,0.5066%
192,2020/11/02,"1,409.78",0.54,0.0382%
193,2020/11/01,"1,409.24",19.31,1.3891%
194,2020/10/29,"1,389.93",6.75,0.488%
195,2020/10/28,"1,383.18",3.86,0.28%
196,2020/10/22,"1,379.32",-6.43,-0.4642%
197,2020/10/21,"1,385.75",-14.09,-1.0063%
198,2020/10/20,"1,397.60",27.72,2.0237%
199,2020/10/19,"1,369.88",43.86,3.3078%
200,2020/10/18,"1,326.02",-5.06,-0.3804%
201,2020/10/15,"1,331.08",7.10,0.5364%
202,2020/10/14,"1,323.98",-16.00,-1.1941%
203,2020/10/13,"1,339.98",-27.84,-2.0357%
204,2020/10/12,"1,367.82",-7.12,-0.5176%
205,2020/10/11,"1,374.94",-27.75,-1.9785%
206,2020/10/08,"1,402.69",-44.57,-3.0795%
207,2020/10/07,"1,447.26",75.93,5.5367%
208,2020/10/06,"1,371.33",66.83,5.1227%
209,2020/10/05,"1,304.51",27.39,2.1445%
210,2020/10/04,"1,277.12",-15.26,-1.1808%
211,2020/10/01,"1,292.38",-24.76,-1.8796%
212,2020/09/30,"1,317.14",8.70,0.6651%
213,2020/09/29,"1,308.43",28.05,2.1905%
214,2020/09/28,"1,280.39",-2.91,-0.2269%
215,2020/09/27,"1,283.30",-13.10,-1.0103%
216,2020/09/24,"1,296.40",55.71,4.4901%
217,2020/09/23,"1,240.69",33.79,2.8001%
218,2020/09/22,"1,206.89",-24.91,-2.0224%
219,2020/09/21,"1,231.81",-5.88,-0.4747%
220,2020/09/20,"1,237.68",-52.37,-4.0598%
221,2020/09/17,"1,290.05",88.38,7.355%
222,2020/09/16,"1,201.67",54.09,4.7138%
223,2020/09/15,"1,147.58",-8.16,-0.7056%
224,2020/09/14,"1,155.73",12.20,1.0668%
225,2020/09/13,"1,143.53",40.15,3.639%
226,2020/09/10,"1,103.38",2.31,0.2099%
227,2020/09/09,"1,101.07",7.02,0.642%
228,2020/09/08,"1,094.05",21.10,1.9662%
229,2020/09/07,"1,072.95",-3.53,-0.328%
230,2020/09/06,"1,076.48",-5.74,-0.5305%
231,2020/09/03,"1,082.22",-24.98,-2.2561%
232,2020/09/02,"1,107.20",94.22,9.3012%
233,2020/08/31,"1,012.98",33.61,3.4317%
234,2020/08/30,979.37,9.39,0.97%
235,2020/08/27,969.99,-7.17,-0.7341%
236,2020/08/26,977.16,11.25,1.1648%
237,2020/08/25,965.91,9.05,0.9456%
238,2020/08/24,956.86,7.22,0.7604%
239,2020/08/23,949.64,-1.38,-0.1452%
240,2020/08/20,951.02,7.42,0.7861%
241,2020/08/19,943.60,-6.21,-0.6542%
242,2020/08/18,949.82,1.66,0.1749%
243,2020/08/17,948.16,-1.47,-0.1546%
244,2020/08/16,949.63,-5.79,-0.606%
245,2020/08/13,955.42,-10.32,-1.069%
246,2020/08/12,965.74,-3.34,-0.3448%
247,2020/08/11,969.08,-1.04,-0.1068%
248,2020/08/10,970.12,23.23,2.4535%
249,2020/08/09,946.89,3.05,0.323%
250,2020/08/06,943.84,-4.13,-0.4358%
251,2020/08/03,950.95,-3.55,-0.3724%
252,2020/08/02,954.50,-14.41,-1.4869%
253,2020/07/30,968.91,7.42,0.7712%
254,2020/07/29,961.49,-2.24,-0.2325%
255,2020/07/28,963.73,-3.63,-0.3754%
256,2020/07/27,967.37,-2.59,-0.267%
257,2020/07/26,969.96,-2.20,-0.2264%
258,2020/07/23,972.16,6.62,0.6854%
259,2020/07/22,965.54,-13.03,-1.3312%
260,2020/07/21,978.56,-21.45,-2.1448%
261,2020/07/20,"1,000.01",-12.45,-1.2298%
262,2020/07/19,"1,012.46",36.36,3.7254%
263,2020/07/16,976.10,9.92,1.0272%
264,2020/07/15,966.18,4.88,0.5071%
265,2020/07/14,961.30,2.95,0.3082%
266,2020/07/13,958.35,1.67,0.1743%
267,2020/07/12,956.68,-0.38,-0.0401%
268,2020/07/09,957.06,4.82,0.5063%
269,2020/07/08,952.24,-8.68,-0.9036%
270,2020/07/07,960.93,26.49,2.8348%
271,2020/07/06,934.44,12.47,1.3521%
272,2020/07/01,959.78,33.67,3.6355%
273,2020/06/30,926.11,39.77,4.4872%
274,2020/06/29,886.34,-13.34,-1.4829%
275,2020/05/13,899.68,-18.03,-1.9649%
276,2020/05/12,917.71,-15.35,-1.6455%
277,2020/03/22,933.06,-4.87,-0.5187%
278,2020/03/19,937.93,9.16,0.9858%
279,2020/03/18,928.77,-7.46,-0.7966%
280,2020/03/17,936.23,-12.88,-1.3572%
281,2020/03/16,949.11,1.12,0.1177%
282,2020/03/15,948.00,-32.87,-3.3507%
283,2020/03/12,980.86,-32.91,-3.2467%
284,2020/03/11,"1,013.78",48.32,5.005%
285,2020/03/10,965.46,-38.04,-3.7907%
286,2020/03/05,"1,003.49",-9.31,-0.9195%
287,2020/03/04,"1,012.81",-29.96,-2.8733%
288,2020/03/03,"1,042.77",4.94,0.4762%
289,2020/03/02,"1,037.83",-42.27,-3.9133%
290,2020/03/01,"1,080.09",-22.21,-2.0149%
291,2020/02/27,"1,102.30",-21.50,-1.9128%
292,2020/02/26,"1,123.80",5.18,0.4632%
