S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2010-04-19,1,826.00,162722.00,197.00,197.00,197.00
2,2010-04-27,2,20.00,3850.00,194.00,191.00,191.00
3,2010-04-28,3,30.00,5550.00,188.00,182.00,182.00
4,2010-04-15,2,20.00,4220.00,213.00,209.00,209.00
5,2010-05-16,3,30.00,5280.00,179.00,173.00,173.00
6,2010-05-17,2,20.00,3370.00,170.00,167.00,167.00
7,2010-08-19,1,22.00,3674.00,167.00,167.00,167.00
8,2010-08-22,1,75.00,12525.00,167.00,167.00,167.00
9,2010-08-31,2,92.00,15180.00,165.00,165.00,165.00
10,2010-09-06,1,10.00,1680.00,168.00,168.00,168.00
11,2010-09-07,1,10.00,1710.00,171.00,171.00,171.00
12,2010-09-08,2,20.00,3510.00,177.00,174.00,177.00
13,2010-09-19,1,10.00,1800.00,180.00,180.00,180.00
14,2010-09-30,1,32.00,5856.00,183.00,183.00,183.00
15,2010-11-18,1,927.00,169641.00,183.00,183.00,183.00
16,2010-12-05,1,228.00,41724.00,183.00,183.00,183.00
17,2010-12-19,1,41.00,6519.00,159.00,159.00,159.00
18,2011-01-10,1,41.00,6642.00,162.00,162.00,162.00
19,2011-01-16,1,21.00,3402.00,162.00,162.00,162.00
20,2011-02-09,1,34.00,4726.00,139.00,139.00,139.00
21,2011-02-13,5,3359.00,473619.00,141.00,141.00,141.00
22,2011-02-15,2,1195.00,168495.00,141.00,141.00,141.00
23,2011-02-16,1,134.00,18894.00,141.00,141.00,141.00
24,2011-02-17,2,652.00,91932.00,141.00,141.00,141.00
25,2011-02-20,2,300.00,42300.00,141.00,141.00,141.00
26,2011-02-21,2,200.00,28600.00,143.00,143.00,143.00
27,2011-02-22,2,365.00,51565.00,142.00,141.00,141.00
28,2011-03-07,2,55.00,7755.00,141.00,141.00,141.00
29,2011-03-09,1,100.00,14100.00,141.00,141.00,141.00
30,2011-03-10,1,149.00,20711.00,139.00,139.00,139.00
31,2011-03-14,1,37.00,5180.00,140.00,140.00,140.00
32,2011-03-17,1,28.00,3920.00,140.00,140.00,140.00
33,2011-05-22,1,24.00,3360.00,140.00,140.00,140.00
34,2011-07-14,1,91.00,12922.00,142.00,142.00,142.00
35,2011-08-23,2,106.00,15052.00,142.00,142.00,142.00
36,2011-09-07,2,1021.00,140998.00,140.00,138.00,138.00
37,2011-09-08,3,480.00,65280.00,136.00,136.00,136.00
38,2011-09-12,2,409.00,54988.00,136.00,134.00,134.00
39,2011-09-15,1,109.00,14388.00,132.00,132.00,132.00
40,2011-09-21,2,6374.00,854036.00,134.00,132.00,132.00
41,2011-09-22,2,484.00,62920.00,130.00,130.00,130.00
42,2011-10-20,3,928.00,120312.00,130.00,128.00,128.00
43,2011-10-24,1,657.00,84096.00,128.00,128.00,128.00
44,2011-11-06,1,116.00,15080.00,130.00,130.00,130.00
45,2011-11-10,1,34.00,4420.00,130.00,130.00,130.00
46,2010-04-15,2,20.00,4220.00,213.00,209.00,209.00
47,2010-04-15,2,20.00,4220.00,213.00,209.00,209.00
48,2011-12-01,1,49.00,6272.00,128.00,128.00,128.00
49,2011-12-06,2,87.00,11049.00,127.00,127.00,127.00
50,2011-12-11,1,46.00,5750.00,125.00,125.00,125.00
51,2011-12-13,1,107.00,13161.00,123.00,123.00,123.00
52,2011-12-15,1,456.00,57000.00,125.00,125.00,125.00
53,2011-12-18,1,29.00,3567.00,123.00,123.00,123.00
54,2011-12-27,1,8040.00,980880.00,122.00,122.00,122.00
55,2011-12-28,1,156.00,18720.00,120.00,120.00,120.00
56,2011-12-29,2,310.00,37200.00,120.00,120.00,120.00
57,2012-01-01,2,20.00,2350.00,118.00,117.00,117.00
58,2012-01-17,3,63.00,6595.00,105.00,104.00,105.00
59,2012-01-18,1,10.00,1070.00,107.00,107.00,107.00
60,2012-01-23,1,10.00,1090.00,109.00,109.00,109.00
61,2012-01-26,1,10.00,1110.00,111.00,111.00,111.00
62,2012-01-29,1,71.00,8023.00,113.00,113.00,113.00
63,2012-02-05,5,3436.00,380968.00,111.00,109.00,111.00
64,2012-02-07,1,230.00,25530.00,111.00,111.00,111.00
65,2012-02-21,1,33.00,3597.00,109.00,109.00,109.00
66,2012-03-19,1,74.00,7918.00,107.00,107.00,107.00
67,2012-03-20,1,69.00,7521.00,109.00,109.00,109.00
68,2012-03-21,1,6019.00,656071.00,109.00,109.00,109.00
69,2012-03-26,1,1000.00,109000.00,109.00,109.00,109.00
70,2012-04-15,1,84.00,9324.00,111.00,111.00,111.00
71,2012-04-29,3,173.00,20023.00,117.00,113.00,117.00
72,2012-05-09,1,10.00,1190.00,119.00,119.00,119.00
73,2012-05-10,2,94.00,11542.00,123.00,121.00,123.00
74,2012-05-14,3,469.00,55831.00,121.00,119.00,119.00
75,2012-05-17,1,2000.00,236000.00,118.00,118.00,118.00
76,2012-05-23,2,60.00,6860.00,116.00,114.00,114.00
77,2013-03-27,2,80.00,8904.00,112.00,110.00,110.00
78,2013-04-01,1,112.00,12544.00,112.00,112.00,112.00
79,2013-04-03,1,511.00,57232.00,112.00,112.00,112.00
80,2013-04-04,5,147.00,17544.00,122.00,114.00,122.00
81,2013-04-07,6,307.00,37969.00,127.00,121.00,127.00
82,2013-04-11,4,235.00,30335.00,131.00,129.00,129.00
83,2013-04-15,4,584.00,74358.00,133.00,127.00,133.00
84,2013-04-16,3,118.00,16162.00,139.00,135.00,139.00
85,2013-04-23,4,168.00,24112.00,145.00,141.00,143.00
86,2013-04-25,9,98.00,14516.00,151.00,145.00,151.00
87,2013-04-28,1,10.00,1540.00,154.00,154.00,154.00
88,2013-05-26,3,113.00,16692.00,151.00,146.00,146.00
89,2013-12-04,3,177.00,26196.00,148.00,148.00,148.00
90,2013-12-05,1,65.00,9620.00,148.00,148.00,148.00
91,2013-12-12,1,107.00,15408.00,144.00,144.00,144.00
92,2013-12-23,5,308.00,43762.00,144.00,142.00,144.00
93,2014-02-17,1,10.00,1420.00,142.00,142.00,142.00
94,2014-02-25,3,427.00,58586.00,140.00,136.00,136.00
95,2014-03-05,3,77.00,10094.00,134.00,130.00,130.00
96,2014-03-06,2,121.00,15356.00,128.00,126.00,126.00
97,2014-03-09,3,188.00,22852.00,124.00,120.00,120.00
98,2014-03-11,1,50.00,5900.00,118.00,118.00,118.00
99,2014-03-12,2,340.00,39440.00,116.00,116.00,116.00
100,2014-03-13,1,39.00,4524.00,116.00,116.00,116.00
101,2014-03-17,1,74.00,8436.00,114.00,114.00,114.00
102,2014-03-23,2,100.00,11400.00,114.00,114.00,114.00
103,2014-03-25,2,121.00,13384.00,112.00,110.00,110.00
104,2014-03-26,2,168.00,18144.00,108.00,108.00,108.00
105,2014-03-27,3,332.00,35049.00,106.00,105.00,105.00
106,2014-04-01,2,138.00,14894.00,109.00,107.00,109.00
107,2014-04-02,2,322.00,35098.00,109.00,109.00,109.00
108,2014-04-03,2,98.00,10584.00,109.00,107.00,109.00
109,2014-04-07,1,80.00,8560.00,107.00,107.00,107.00
110,2014-04-15,2,98.00,10535.00,108.00,107.00,108.00
111,2014-04-23,1,86.00,9116.00,106.00,106.00,106.00
112,2014-05-20,5,460.00,52730.00,116.00,108.00,116.00
113,2014-05-22,3,386.00,45892.00,122.00,118.00,122.00
114,2014-05-27,6,137.00,18038.00,134.00,124.00,134.00
115,2014-05-28,13,5574.00,781022.00,146.00,136.00,136.00
116,2014-06-01,2,63.00,8722.00,140.00,138.00,140.00
117,2014-06-02,5,837.00,120342.00,146.00,142.00,143.00
