S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2020-07-15,1,100.00,1000.00,10.00,10.00,10.00
2,2020-07-21,7,8050.00,78200.50,9.81,9.70,9.70
3,2020-07-22,11,101300.00,934774.00,9.51,9.22,9.22
4,2020-07-23,15,54800.00,514385.00,9.40,9.12,9.30
5,2020-07-26,7,4350.00,41125.00,9.69,9.32,9.50
6,2020-07-27,7,1600.00,14940.00,9.35,9.33,9.35
7,2020-07-28,5,800.00,7494.00,9.40,9.30,9.36
8,2020-07-29,4,980.00,9321.20,9.54,9.40,9.54
9,2020-07-30,7,5600.00,53746.00,9.91,9.35,9.91
10,2020-08-02,2,400.00,3850.00,9.72,9.53,9.53
11,2020-08-03,5,2600.00,24325.00,9.36,9.35,9.36
12,2020-08-05,8,16150.00,149223.00,9.38,9.18,9.26
13,2020-08-06,2,2100.00,19318.00,9.20,9.18,9.20
14,2020-08-09,9,6700.00,62749.00,9.75,9.20,9.75
15,2020-08-10,9,1300.00,12416.00,9.57,9.40,9.56
16,2020-08-11,2,300.00,2816.00,9.39,9.38,9.38
17,2020-08-12,2,1200.00,11160.00,9.30,9.30,9.30
18,2020-08-13,8,2400.00,22344.00,9.31,9.31,9.31
19,2020-08-16,4,5850.00,54678.50,9.35,9.25,9.35
20,2020-08-18,9,6700.00,62690.00,9.40,9.35,9.35
21,2020-08-19,2,1400.00,12922.00,9.23,9.23,9.23
22,2020-08-20,1,500.00,4595.00,9.19,9.19,9.19
23,2020-08-23,4,800.00,7302.00,9.14,9.10,9.14
24,2020-08-24,4,2250.00,20547.50,9.20,9.05,9.20
25,2020-08-25,3,2200.00,20192.00,9.18,9.16,9.18
26,2020-08-26,8,2100.00,19300.00,9.22,9.18,9.22
27,2020-08-27,8,4500.00,41825.00,9.40,9.26,9.40
28,2020-08-30,2,200.00,1864.00,9.32,9.32,9.32
29,2020-08-31,16,155150.00,1442658.00,9.35,9.14,9.35
30,2020-09-02,3,1700.00,16150.00,9.50,9.50,9.50
31,2020-09-03,6,3350.00,31261.00,9.50,9.31,9.36
32,2020-09-06,7,1800.00,16760.00,9.34,9.28,9.34
33,2020-09-07,7,7800.00,72673.00,9.36,9.16,9.30
34,2020-09-08,4,5650.00,52795.00,9.35,9.30,9.30
35,2020-09-09,3,1100.00,10142.00,9.22,9.22,9.22
36,2020-09-13,7,6200.00,56915.00,9.40,9.10,9.40
37,2020-09-14,9,3000.00,28046.00,9.41,9.31,9.41
38,2020-09-15,8,1950.00,18502.50,9.59,9.41,9.44
39,2020-09-16,2,6900.00,65490.00,9.50,9.44,9.50
40,2020-09-17,14,5200.00,49679.00,9.69,9.43,9.69
41,2020-09-20,8,3250.00,31262.50,9.68,9.50,9.68
42,2020-09-21,2,1600.00,15204.00,9.51,9.49,9.51
43,2020-09-22,3,700.00,6517.00,9.32,9.25,9.25
44,2020-09-23,7,1800.00,16839.00,9.45,9.27,9.34
45,2020-09-24,4,800.00,7507.00,9.40,9.27,9.40
46,2020-09-27,4,1250.00,11567.50,9.26,9.25,9.25
47,2020-09-28,3,2450.00,22656.50,9.25,9.22,9.25
48,2020-09-29,4,2300.00,21342.00,9.31,9.25,9.30
49,2020-09-30,5,5200.00,48671.00,9.48,9.26,9.48
50,2020-10-01,3,950.00,9034.50,9.66,9.47,9.47
51,2020-10-04,8,9760.00,91385.00,9.50,9.29,9.45
52,2020-10-05,7,3000.00,27687.00,9.27,9.09,9.20
53,2020-10-06,3,300.00,2745.00,9.15,9.15,9.15
54,2020-10-07,4,2200.00,20422.00,9.30,9.21,9.28
55,2020-10-08,4,500.00,4624.00,9.28,9.15,9.25
56,2020-10-11,6,2900.00,26734.00,9.30,9.08,9.14
57,2020-10-12,7,5900.00,53988.00,9.31,9.12,9.31
58,2020-10-13,7,3100.00,28690.00,9.30,9.21,9.30
59,2020-10-14,5,1800.00,16558.00,9.22,9.16,9.20
60,2020-10-15,2,2000.00,18340.00,9.18,9.16,9.18
61,2020-10-18,5,17100.00,154570.00,9.20,9.02,9.02
62,2020-10-19,6,7000.00,63150.00,9.05,9.01,9.01
63,2020-10-20,3,2250.00,20295.00,9.18,9.00,9.18
64,2020-10-21,4,2800.00,25262.00,9.05,9.02,9.05
65,2020-10-28,4,11370.00,104616.00,9.25,9.20,9.20
66,2020-10-29,2,1100.00,10105.00,9.20,9.05,9.05
67,2020-11-01,3,5300.00,48305.00,9.29,9.11,9.29
68,2020-11-02,7,4900.00,46384.00,9.47,9.46,9.46
69,2020-11-03,21,41100.00,399231.00,9.85,9.50,9.81
70,2020-11-04,9,1100.00,10818.00,9.90,9.81,9.82
71,2020-11-05,3,3000.00,29294.00,9.79,9.63,9.64
72,2020-11-08,12,10000.00,95940.00,9.65,9.45,9.60
73,2020-11-09,8,4500.00,43528.00,9.74,9.60,9.60
74,2020-11-10,7,3000.00,28616.00,9.62,9.51,9.62
75,2020-11-11,18,22400.00,227208.00,10.30,9.62,10.30
76,2020-11-12,19,14600.00,147195.00,10.10,9.90,10.09
77,2020-11-18,8,4500.00,44637.00,10.09,9.75,9.94
78,2020-11-19,19,7550.00,76688.50,10.27,10.00,10.27
79,2020-11-22,23,65700.00,674652.00,10.30,10.21,10.25
80,2020-11-23,22,23550.00,238905.00,10.20,10.10,10.10
81,2020-11-24,9,7000.00,70552.00,10.30,9.90,10.30
82,2020-11-25,9,53750.00,555553.00,10.44,10.20,10.44
83,2020-11-26,23,35550.00,370818.50,10.44,10.30,10.40
84,2020-11-29,45,477940.00,5048843.50,10.81,10.20,10.50
85,2020-11-30,29,261020.00,2725862.60,10.71,10.01,10.30
86,2020-12-01,48,2475716.00,25037445.76,10.20,10.01,10.16
87,2020-12-02,28,383400.00,3862127.00,10.36,9.97,10.00
88,2020-12-03,53,1686100.00,16870020.00,10.10,10.00,10.00
89,2020-12-06,16,55500.00,555631.00,10.19,9.82,10.10
90,2020-12-07,5,2600.00,25950.00,10.10,9.92,10.10
91,2020-12-08,26,169300.00,1708571.00,10.30,10.00,10.10
92,2020-12-09,24,244270.00,2461534.50,10.12,10.05,10.05
93,2020-12-10,11,113850.00,1142001.50,10.05,9.88,10.05
94,2020-12-13,23,32050.00,322224.40,10.50,9.95,10.50
95,2020-12-14,19,14900.00,152864.50,10.50,10.06,10.50
96,2020-12-15,6,6000.00,62887.00,10.50,10.29,10.50
97,2020-12-16,8,2700.00,27518.00,10.40,10.03,10.03
98,2020-12-17,12,4500.00,45718.00,10.29,9.90,10.29
99,2020-12-20,1,100.00,1009.00,10.09,10.09,10.09
100,2020-12-21,8,178500.00,1777920.00,10.00,9.95,9.96
101,2020-12-22,8,3200.00,31862.00,9.98,9.86,9.96
102,2020-12-23,22,129400.00,1324946.00,10.50,10.07,10.10
103,2020-12-24,24,48950.00,506495.50,10.50,10.10,10.35
104,2020-12-27,9,10600.00,108330.00,10.55,10.15,10.55
105,2020-12-28,26,123300.00,1265449.00,10.60,10.02,10.20
106,2020-12-29,12,12340.00,126596.00,10.40,10.01,10.20
107,2020-12-30,25,166400.00,1703052.00,10.40,10.14,10.40
108,2020-12-31,18,198400.00,2040005.00,10.35,10.20,10.30
109,2021-01-03,34,452800.00,4647155.00,10.34,10.20,10.24
110,2021-01-04,16,323000.00,3305711.00,10.25,10.05,10.25
111,2021-01-05,37,99900.00,1036805.00,10.40,10.15,10.40
112,2021-01-06,42,253050.00,2653622.50,10.60,10.25,10.45
113,2021-01-07,14,124644.00,1303447.10,10.60,10.40,10.41
114,2021-01-10,28,49500.00,515357.00,10.50,10.26,10.45
115,2021-01-11,32,116200.00,1237321.00,10.75,10.44,10.75
116,2021-01-12,29,146600.00,1557456.50,10.96,10.54,10.55
117,2021-01-13,29,224000.00,2446851.00,11.11,10.76,10.82
118,2021-01-17,28,161800.00,1777348.00,11.15,10.82,10.90
119,2021-01-18,44,164000.00,1812355.00,11.20,10.95,11.17
120,2021-01-19,37,459150.00,5049390.00,11.21,10.83,11.21
121,2021-01-20,15,72600.00,799726.00,11.10,11.00,11.10
