sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,8.00,0.42,8.42,2021-05-02 [Closed],,2021-08-06,2076/2077
2,0.00,0.00,0.00,,,,2074/2075
3,20.00,1.05,21.05,2017-11-03 [Closed],,,2073/2074
4,20.00,1.05,21.05,2017-02-14 [Closed],,,2072/2073
5,10.00,,10.00,2016-05-31 [Closed],,,2071/2072
6,8.00,,8.00,2014-05-15 [Closed],2014-06-22,,2069/2070
7,25.00,,25.00,2013-03-22 [Closed],2013-05-18,,2068/2069
