sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,21.09,1.11,22.2,2020-01-01 [Closed],,2020-08-02,2075/2076
2,23.53,1.24,24.77,2019-01-01 [Closed],,,2074/2075
3,34.48,10.52,45.00,2017-12-29 [Closed],,,2073/2074
4,45.00,2.36,47.36,2016-12-23 [Closed],,,2072/2073
5,41.72,2.19,43.91,2015-12-31 [Closed],,,2071/2072
6,26.00,12.95,38.95,2014-12-17 [Closed],2015-02-24,,2070/2071
7,12.00,14.32,26.32,,2014-01-18,,2069/2070
8,0.00,15.79,15.79,2012-12-27 [Closed],2013-01-29,,2068/2069
