sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,20.00,1.05,21.05,2021-02-12 [Closed],,2021-05-06,2076/2077
2,24.00,1.27,25.27,2020-01-10 [Closed],,2020-10-08,2075/2076
