sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,0.00,15.00,15.00,2020-10-01 [Closed],,,2076/2077
2,0.00,7.00,7.00,2020-09-22 [Closed],,,2075/2076
