sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,5.00,5.526,10.526,2021-01-01 [Closed],,2021-05-07,2075/2076
2,12.00,0.00,12.00,2019-06-11 [Closed],,,2074/2075
3,12.00,0.63,12.63,2018-07-01 [Closed],,,2073/2074
4,10.00,,10.00,2017-08-25 [Closed],,,2072/2073
5,5.00,,5.00,2017-04-10 [Closed],,,2071/2072
6,14.25,,14.25,2013-03-24 [Closed],2013-04-22,,2068/2069
