sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,12.00,4.00,16.00,2020-12-31 [Closed],,2021-04-08,2076/2077
2,15.00,10.00,25.00,2019-12-29 [Closed],2020-01-10,2020-06-21,2075/2076
