sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,25.00,1.3157,26.3157,2020-12-31 [Closed],,2021-04-18,2076/2077
2,27.25,1.434,28.684,2019-12-30 [Closed],,2020-07-23,2075/2076
3,25.00,1.313,26.313,2019-01-17 [Closed],,,2074/2075
4,25.00,1.316,26.316,2017-11-26 [Closed],,,2073/2074
5,25.00,1.31,26.31,2016-12-29 [Closed],,,2072/2073
6,25.00,1.31,26.31,2015-12-28 [Closed],,,2071/2072
7,0.00,15.78,15.78,2014-12-08 [Closed],2015-02-02,,2070/2071
8,15.00,11.31,26.31,2013-12-27 [Closed],2014-02-05,,2069/2070
