sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,13.59,0.68,14.27,2021-03-14 [Closed],,2021-06-17,2076/2077
2,15.00,0.789,15.789,2020-01-17 [Closed],,2020-07-02,2075/2076
3,15.00,9.5,24.5,2018-12-28 [Closed],,,2074/2075
4,32.5,1.71,34.21,2017-12-23 [Closed],,,2073/2074
5,50.00,2.63,52.63,2016-12-02 [Closed],,,2072/2073
6,60.00,3.15,63.15,2014-12-25 [Closed],2015-03-09,,2070/2071
