sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,10.00,0.5263,10.5263,2021-02-19 [Closed],,2021-06-08,2075/2076
2,34.46,35.53,70.00,2019-07-25 [Closed],,,2074/2075
3,12.00,0.63,12.63,2019-03-05 [Closed],,,2073/2074
4,24.8,1.3,26.1,2017-05-19 [Closed],,,2072/2073
5,25.00,1.32,26.32,2016-05-12 [Closed],,,2071/2072
6,30.00,,30.00,2015-02-13 [Closed],2015-04-07,,2070/2071
7,30.00,1.57,30.00,2014-02-14 [Closed],2014-04-14,,2069/2070
8,62.00,3.26,65.26,2012-12-16 [Closed],2013-02-11,,2068/2069
