sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,7.00,0.37,7.37,2021-04-15 [Closed],,2021-07-26,2076/2077
2,6.00,0.31,6.31,2020-02-24 [Closed],,2020-08-17,2075/2076
3,5.00,0.00,5.00,2019-06-30 [Closed],,,2074/2075
