sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,7.00,3.00,10.00,2020-12-29 [Closed],,2021-03-17,2076/2077
2,5.00,15.00,20.00,2020-01-08 [Closed],2020-01-15,2020-06-11,2075/2076
3,17.07,0.00,17.07,2019-08-07 [Closed],,,2074/2075
