sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,0.00,30.00,30.00,2021-08-16,,,2077/2078
2,0.00,7.5,7.5,2020-08-16 [Closed],,,2076/2077
3,0.00,11.00,11.00,2019-08-18 [Closed],,,2075/2076
