sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,10.00,,10.00,2020-09-30 [Closed],,2021-08-06,2075/2076
2,15.00,1.58,16.58,2019-04-22 [Closed],,2020-01-05,2074/2075
