sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,13.00,0.00,13.00,2020-12-31 [Closed],,2021-04-13,2076/2077
2,15.00,0.00,15.00,2020-06-15 [Closed],,2020-09-06,2075/2076
3,17.7,0.93,18.63,2018-10-02 [Closed],,,2074/2075
4,25.00,,25.00,2017-12-25 [Closed],,,2073/2074
5,27.00,,27.00,2016-11-30 [Closed],,,2072/2073
6,27.00,1.42,28.42,2015-10-12 [Closed],,,2071/2072
7,10.00,12.00,22.00,2014-11-07 [Closed],2014-11-22,,2070/2071
8,20.00,,20.00,2013-10-17 [Closed],2013-12-25,,2069/2070
