sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,3.00,7.526,10.526,2019-12-30 [Closed],2020-01-19,2020-07-12,2075/2076
2,0.00,5.00,5.00,2018-10-30 [Closed],,,2074/2075
3,19.00,,19.00,2017-12-29 [Closed],,,2073/2074
4,20.00,1.05,21.05,2016-09-23 [Closed],2016-11-08,,2072/2073
5,15.00,0.79,15.79,2015-11-23 [Closed],2015-12-16,,2071/2072
6,15.00,0.79,15.79,2014-11-20 [Closed],2014-12-06,,2070/2071
7,0.00,12.5,12.5,2013-11-01 [Closed],2013-11-23,,2069/2070
8,0.00,10.00,10.00,2012-10-19 [Closed],,,2068/2069
9,0.00,13.16,13.16,2011-12-11 [Closed],2012-01-02,,2067/2068
