sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,5.00,0.263,5.263,2020-12-11 [Closed],,2021-02-15,2076/2077
2,7.00,0.37,7.37,2019-12-26 [Closed],,2020-07-19,2075/2076
3,10.00,0.526,10.526,2017-08-25 [Closed],,,2073/2074
4,10.00,0.526,10.526,2016-08-15 [Closed],,,2072/2073
5,0.00,11.00,11.00,2015-08-27 [Closed],2015-10-15,,2071/2072
6,10.00,0.526,10.526,2014-08-22 [Closed],2014-11-11,,2070/2071
7,15.00,0.75,15.75,2013-08-09 [Closed],2013-09-12,,2069/2070
8,15.00,0.75,15.75,2012-10-31 [Closed],2012-12-08,,2068/2069
9,0.00,15.00,15.00,2011-12-21 [Closed],2012-02-12,,2067/2068
