sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,12.00,,12.00,2017-06-21 [Closed],,,2072/2073
2,15.00,,15.00,2016-03-28 [Closed],,,2071/2072
3,12.00,,12.00,,,,2070/2071
4,0.00,10.00,10.00,,2013-05-19,,2068/2069
