sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,8.4,3.6,12.00,2021-01-01 [Closed],,2021-04-29,2076/2077
2,0.00,10.00,10.00,2020-01-01 [Closed],2020-01-14,,2075/2076
3,0.00,5.26,5.26,2019-02-10 [Closed],,,2074/2075
4,10.19,0.536,10.726,2017-12-11 [Closed],,,2073/2074
5,25.00,1.32,26.32,2016-09-27 [Closed],,,2072/2073
6,10.00,,10.00,2016-01-01 [Closed],,,2071/2072
7,6.28,7.72,14.00,2014-12-12 [Closed],2015-01-11,,2070/2071
8,0.00,7.37,7.37,2013-12-29 [Closed],2014-01-16,,2069/2070
9,3.5,5.5,9.00,2012-12-09 [Closed],2013-01-05,,2068/2069
