sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,10.00,0.5263,10.5263,2021-07-29 [Closed],,,2076/2077
2,7.00,0.37,7.37,2020-11-10 [Closed],,2021-02-15,2075/2076
3,25.00,1.315,26.315,2018-02-01 [Closed],,,2073/2074
4,25.00,1.31,26.31,2016-12-30 [Closed],,,2072/2073
5,20.00,,20.00,2015-12-31 [Closed],2016-04-02,,2071/2072
6,15.00,6.05,21.05,2015-01-01 [Closed],2015-03-08,,2070/2071
7,10.00,11.05,21.05,2014-01-24 [Closed],2014-02-17,,2069/2070
8,20.00,,20.00,2012-06-15 [Closed],2013-08-03,,2068/2069
