sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,19.00,1.00,20.00,2021-01-01 [Closed],,2021-03-30,2076/2077
2,15.00,5.00,20.00,2019-12-29 [Closed],2020-01-14,2020-11-30,2075/2076
3,10.00,0.526,10.526,2018-12-14 [Closed],,,2074/2075
4,10.00,5.00,15.00,2017-11-17 [Closed],,,2073/2074
5,15.00,5.00,20.00,2016-11-22 [Closed],2016-12-18,,2072/2073
