sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,15.3457,0.8076,16.1534,2021-04-01 [Closed],,,2076/2077
2,44.47,2.34,46.81,2019-12-07 [Closed],,2020-06-21,2075/2076
3,42.75,2.25,45.00,2018-12-10 [Closed],,,2074/2075
4,19.00,1.00,20.00,2017-12-23 [Closed],,,2073/2074
