sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,9.00,2.5,11.5,2021-01-01 [Closed],,2021-03-07,2076/2077
2,10.00,5.00,15.00,2019-12-09 [Closed],,2020-03-04,2075/2076
3,8.5,0.45,8.95,2019-01-28 [Closed],,,2074/2075
4,10.00,0.53,10.53,2017-11-27 [Closed],,,2073/2074
5,18.29,,18.29,2017-06-16 [Closed],,,2072/2073
6,20.00,1.05,21.05,2014-10-27 [Closed],2015-01-19,,2070/2071
7,15.00,,15.00,2014-03-13 [Closed],2014-06-02,,2069/2070
8,0.00,10.00,10.00,2012-12-28 [Closed],2013-01-29,,2068/2069
9,5.00,10.79,15.79,2011-12-18 [Closed],2012-01-25,,2067/2068
