sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,0.00,20.00,20.00,2018-09-17 [Closed],,,2074/2075
2,0.00,60.00,60.00,2013-11-26 [Closed],2013-12-28,,2069/2070
3,0.00,70.00,70.00,2012-11-29 [Closed],2012-12-30,,2068/2069
4,0.00,55.00,55.00,2011-11-29 [Closed],2011-12-28,,2067/2068
