sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,5.25,0.00,5.25,2020-11-05 [Closed],,2020-12-29,2074/2075
2,8.00,0.421,8.421,2019-03-20 [Closed],,2019-07-10,2073/2074
3,8.00,0.421,8.421,2017-06-12 [Closed],,2017-10-31,2072/2073
4,10.00,0.52,10.52,2016-01-28 [Closed],,2016-09-18,2071/2072
5,6.5,,6.5,2013-04-05 [Closed],2013-05-14,2013-08-16,2068/2069
