sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,10.00,0.53,10.53,2021-05-09 [Closed],,2021-07-15,2076/2077
2,5.00,11.32,16.32,2020-01-24 [Closed],,2020-08-06,2075/2076
3,19.2,1.01,20.21,2017-10-24 [Closed],,,2073/2074
4,17.00,,17.00,2016-10-18 [Closed],2016-12-08,,2072/2073
5,12.00,,12.00,2015-12-03 [Closed],2016-03-26,,2071/2072
