sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,10.00,0.5263,10.52,2020-12-25 [Closed],,2021-03-03,2076/2077
2,16.00,0.84,16.84,2019-11-12 [Closed],,2020-02-04,2075/2076
3,8.00,0.42,8.42,2019-02-18 [Closed],,,2074/2075
