sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,0.00,17.32,17.32,2019-09-26 [Closed],,,2075/2076
2,0.00,14.2,14.2,2018-12-26 [Closed],,,2074/2075
3,19.3106,,19.3106,2018-05-22 [Closed],,,2073/2074
4,19.75,1.03,20.78,2016-12-12 [Closed],2017-01-04,,2072/2073
5,23.00,1.21,24.21,2015-11-04 [Closed],2015-11-28,,2071/2072
6,10.00,10.00,20.00,2014-10-06 [Closed],2014-10-18,,2070/2071
7,0.00,14.00,14.00,,2014-01-13,,2069/2070
8,14.5,,14.5,2012-12-19 [Closed],2013-01-09,,2068/2069
9,10.00,10.00,20.00,2012-01-01 [Closed],2012-01-15,,2067/2068
