sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,10.00,3.05,13.05,2021-01-01 [Closed],,2021-02-25,2076/2077
2,0.00,11.75,11.75,2019-10-31 [Closed],2019-11-15,,2075/2076
3,1.00,6.85,7.85,2018-12-31 [Closed],,2019-03-05,2074/2075
4,10.7539,,10.7539,2018-06-28 [Closed],,,2073/2074
5,13.25,0.7,13.95,2017-02-28 [Closed],,2017-05-08,2072/2073
6,10.00,0.53,10.53,2015-12-29 [Closed],2016-03-27,,2071/2072
7,12.00,0.63,12.63,2014-12-31 [Closed],2015-04-11,2015-06-15,2070/2071
8,0.00,9.00,9.00,2013-12-30 [Closed],2014-01-13,,2069/2070
