sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,6.00,2.42,8.42,2020-12-25 [Closed],,2021-03-18,2076/2077
2,5.00,7.00,12.00,2019-12-11 [Closed],2019-12-24,2020-08-10,2075/2076
3,0.00,10.53,10.53,2018-12-30 [Closed],,,2074/2075
4,12.00,3.79,15.79,2017-10-30 [Closed],,,2073/2074
5,32.00,1.68,33.68,2016-10-05 [Closed],,,2072/2073
6,25.00,1.32,26.32,2015-11-06 [Closed],,,2071/2072
7,10.00,12.00,22.00,2014-12-01 [Closed],2014-12-20,,2070/2071
8,10.00,7.89,17.89,2014-06-29 [Closed],2014-07-28,,2069/2070
