sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,15.00,0.79,15.79,2021-02-26 [Closed],,2021-05-10,2076/2077
2,7.00,0.36,7.36,2019-12-04 [Closed],,2020-03-17,2075/2076
