sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,13.00,3.00,16.00,2020-11-13 [Closed],2020-12-01,2021-01-18,2076/2077
2,6.00,11.00,17.00,2019-10-03 [Closed],,2019-12-19,2075/2076
3,14.00,11.00,25.00,2019-01-14 [Closed],,2019-03-27,2074/2075
4,13.25,,13.25,2018-06-22 [Closed],,2018-10-03,2073/2074
5,23.00,,23.00,2017-02-26 [Closed],,2017-06-06,2072/2073
