sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,27.769,1.462,29.231,2021-03-10 [Closed],,2021-05-25,2076/2077
2,29.00,1.526,30.526,2017-12-08 [Closed],,,2073/2074
3,60.00,3.15,63.15,2016-12-09 [Closed],,,2072/2073
4,24.00,1.26,25.26,2016-03-03 [Closed],,,2071/2072
5,20.00,1.05,21.05,2015-02-20 [Closed],2015-03-12,,2070/2071
6,20.00,,20.00,2014-06-06 [Closed],,,2069/2070
7,40.00,,40.00,2013-06-04 [Closed],2013-06-20,,2068/2069
