sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,0.00,5.263,5.263,2020-12-20 [Closed],,,2076/2077
2,0.00,8.421,8.421,2019-12-27 [Closed],,,2075/2076
3,0.00,5.00,5.00,2018-12-11 [Closed],,,2074/2075
4,0.00,5.00,5.00,2017-12-08 [Closed],,,2073/2074
