sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,15.5,0.82,16.32,2021-07-02 [Closed],,,2076/2077
2,0.00,8.16,8.16,2020-04-06 [Closed],,,2075/2076
3,12.00,0.63,12.63,2019-08-20 [Closed],,2019-11-26,2074/2075
4,10.00,0.52,10.52,2017-09-14 [Closed],,2017-12-12,2073/2074
5,20.00,1.05,21.05,2016-12-29 [Closed],,,2072/2073
6,15.00,0.78,15.78,2016-03-11 [Closed],2016-05-18,2016-05-15,2071/2072
7,12.71,0.67,13.38,2015-09-17 [Closed],2016-02-04,,2070/2071
8,11.5,,11.5,2013-05-03 [Closed],2013-07-30,,2068/2069
9,5.00,,5.00,2012-03-27 [Closed],2012-09-20,,2067/2068
