sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,5.00,0.263,5.263,2021-01-01 [Closed],,2021-03-29,2076/2077
2,7.00,7.2,14.2,2019-12-20 [Closed],,2020-03-12,2075/2076
3,5.00,8.684,13.684,2018-10-29 [Closed],,,2074/2075
4,8.26,0.435,8.695,2018-06-10 [Closed],,,2073/2074
5,13.5,0.71,14.21,2016-10-03 [Closed],,,2072/2073
6,48.5,2.55,51.05,2015-10-25 [Closed],2015-12-14,,2071/2072
7,6.00,10.00,16.00,2014-11-01 [Closed],2014-12-01,,2070/2071
8,0.00,10.00,10.00,2011-12-16 [Closed],2012-01-07,,2067/2068
