sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,6.00,6.00,12.00,2019-10-31 [Closed],,,2075/2076
2,0.00,8.5,8.5,2018-12-31 [Closed],,,2074/2075
3,14.4,,14.4,2017-12-26 [Closed],,,2073/2074
4,12.00,0.63,12.63,2017-01-22 [Closed],,,2072/2073
5,3.00,5.5211,8.5211,2013-12-01 [Closed],2013-12-21,,2069/2070
6,0.00,3.68,3.68,2012-09-25 [Closed],2012-10-18,,2068/2069
