sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,14.25,0.75,15.00,2021-01-22 [Closed],,2021-05-11,2076/2077
2,10.00,5.00,15.00,2019-12-20 [Closed],,2020-06-23,2075/2076
