sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,2.5,0.125,2.625,2020-01-01 [Closed],,2021-03-17,2075/2076
2,0.00,5.2,5.2,2018-12-30 [Closed],,,2074/2075
