sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,5.00,5.00,10.00,2021-05-28 [Closed],,,2076/2077
2,8.125,0.406,8.531,2020-06-22 [Closed],,2020-11-11,2075/2076
3,12.82,0.67,13.49,2017-12-15 [Closed],,,2073/2074
4,18.18,0.96,19.14,2016-11-30 [Closed],,,2072/2073
5,13.06,,13.06,2016-02-12 [Closed],,,2071/2072
6,10.53,,10.53,2015-02-23 [Closed],2015-03-26,,2070/2071
7,10.52,,10.52,2014-03-27 [Closed],2014-04-19,,2069/2070
8,9.57,,9.57,2012-02-16 [Closed],2013-03-10,,2068/2069
9,13.16,,13.16,2012-06-01 [Closed],2012-07-07,,2067/2068
