sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,19.00,1.00,20.00,2020-12-29 [Closed],,2021-03-29,2076/2077
2,12.00,0.63,12.63,2020-03-23 [Closed],,2020-10-09,2075/2076
3,15.00,0.78,15.78,2018-12-30 [Closed],,,2074/2075
4,25.00,1.3158,26.3158,2017-11-10 [Closed],,,2073/2074
5,25.00,1.31,26.31,2016-11-03 [Closed],,,2072/2073
6,15.00,,15.00,2016-04-28 [Closed],,,2071/2072
