sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,15.00,5.00,20.00,2020-11-23 [Closed],,2021-02-09,2076/2077
2,12.5,12.5,25.00,2019-12-27 [Closed],2020-01-15,2020-03-20,2075/2076
3,10.00,10.00,20.00,2018-12-19 [Closed],,,2074/2075
4,5.00,15.00,20.00,2017-12-22 [Closed],,,2073/2074
5,10.00,10.00,20.00,2016-12-27 [Closed],2017-03-22,,2072/2073
6,10.00,16.32,26.32,2015-12-27 [Closed],2016-02-27,,2071/2072
7,10.00,21.58,31.58,2014-12-23 [Closed],2015-02-12,,2070/2071
8,0.00,15.00,15.00,2013-12-27 [Closed],2014-02-02,,2069/2070
