sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,0.00,10.00,10.00,2020-10-08 [Closed],,,2076/2077
2,0.00,30.00,30.00,2019-12-26 [Closed],,,2075/2076
3,10.00,30.00,40.00,2018-12-14 [Closed],,,2074/2075
4,0.00,25.00,25.00,2017-12-20 [Closed],,,2073/2074
5,10.00,10.00,20.00,2016-12-22 [Closed],,,2072/2073
6,0.00,10.00,10.00,2015-12-24 [Closed],,,2071/2072
7,0.00,20.00,20.00,2014-12-29 [Closed],,,2070/2071
8,20.00,20.00,40.00,2014-02-01 [Closed],2014-03-14,,2069/2070
