sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,15.00,0.7895,15.7895,2020-12-27 [Closed],,2021-02-24,2076/2077
2,12.00,0.63,12.63,2019-10-02 [Closed],,2020-02-05,2075/2076
