sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,18.00,5.5,23.5,2020-12-30 [Closed],,2021-03-01,2076/2077
2,1.75,9.8,11.55,2019-12-31 [Closed],2020-01-14,2020-07-12,2075/2076
3,0.00,2.9,2.9,2018-12-18 [Closed],,,2074/2075
4,5.71,0.32,6.03,2018-06-18 [Closed],,,2073/2074
5,14.00,0.74,14.74,2016-12-24 [Closed],,,2072/2073
6,11.4,0.6,12.00,2016-01-01 [Closed],,,2071/2072
7,0.00,7.5,7.5,2014-10-09 [Closed],,,2070/2071
8,0.00,8.00,8.00,2012-12-28 [Closed],2013-01-14,,2068/2069
9,12.5,,12.5,,2012-08-30,,2067/2068
