sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,8.8,0.46,9.26,2021-03-16 [Closed],,2021-07-12,2076/2077
2,8.00,9.89,17.89,2019-11-06 [Closed],,2020-02-09,2075/2076
3,8.00,7.00,15.00,2018-09-30 [Closed],,,2074/2075
4,0.00,9.00,9.00,2018-04-20 [Closed],2018-05-23,,2073/2074
5,8.00,,8.00,2017-04-20 [Closed],,,2072/2073
