sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,10.00,0.53,10.53,2021-03-14 [Closed],,2021-07-07,2076/2077
2,10.00,7.5,17.5,2020-03-17 [Closed],,,2075/2076
3,0.00,8.00,8.00,2019-01-01 [Closed],,,2074/2075
4,0.00,5.00,5.00,2017-12-25 [Closed],,,2073/2074
5,10.00,0.52,10.52,2016-12-14 [Closed],,,2072/2073
