sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,9.00,0.00,9.00,2020-11-16 [Closed],,2021-02-14,2076/2077
2,5.00,0.00,5.00,2020-03-14 [Closed],,,2075/2076
3,5.00,0.00,5.00,2018-12-30 [Closed],,2020-01-07,2074/2075
4,8.00,,8.00,2018-01-05 [Closed],,2018-04-12,2073/2074
5,5.00,,5.00,2016-08-17 [Closed],,2017-01-02,2072/2073
