sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,12.3907,0.6521,13.04,2021-02-27 [Closed],,2021-07-05,2076/2077
2,26.75,1.4,28.15,2019-12-01 [Closed],,2020-03-12,2075/2076
3,20.00,1.05,21.05,2018-09-21 [Closed],,,2074/2075
4,16.66,0.88,17.54,2017-10-09 [Closed],,,2073/2074
5,30.4,1.6,32.00,2016-10-04 [Closed],,,2072/2073
6,34.2,1.8,36.00,2015-12-01 [Closed],2015-12-26,,2071/2072
7,27.39,20.00,47.39,2014-10-22 [Closed],2014-11-19,,2070/2071
8,0.00,19.00,19.00,2013-12-19 [Closed],2014-01-18,,2069/2070
