sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,0.00,40.00,40.00,2018-09-18 [Closed],2019-12-05,,2074/2075
2,0.00,25.00,25.00,2017-11-27 [Closed],,,2073/2074
3,0.00,25.00,25.00,2015-12-28 [Closed],2016-02-24,,2071/2072
4,0.00,22.00,22.00,2014-12-28 [Closed],2015-02-15,,2070/2071
5,0.00,85.00,85.00,2012-11-29 [Closed],2012-12-30,,2068/2069
6,0.00,55.00,55.00,2011-11-29 [Closed],2011-12-28,,2067/2068
