sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,3.00,6.5,9.5,2018-11-14 [Closed],,,2074/2075
2,6.15,0.322,6.472,2018-01-16 [Closed],,,2073/2074
3,20.00,,20.00,2016-11-25 [Closed],,,2072/2073
4,25.00,1.315,26.315,2015-12-03 [Closed],2016-03-01,,2071/2072
5,0.00,10.52,10.52,2014-12-09 [Closed],2015-01-03,,2070/2071
6,0.00,8.00,8.00,2013-12-04 [Closed],2013-12-25,,2069/2070
7,9.64,0.5,10.14,2013-03-26 [Closed],2013-05-18,,2068/2069
