sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,0.00,0.00,0.00,2021-08-01 [Closed],,,2075/2076
2,4.00,0.21,4.21,2018-05-18 [Closed],,,2073/2074
3,20.00,1.05,21.05,2017-03-16 [Closed],,,2072/2073
4,28.5,1.5,30.00,2015-05-24 [Closed],2015-07-26,,2070/2071
5,8.29,,8.29,2013-01-19 [Closed],2013-04-14,,2068/2069
6,27.00,1.42,28.42,2012-06-20 [Closed],2012-09-11,,2067/2068
