sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,49.4,2.6,52.00,2021-05-06 [Closed],,,2076/2077
2,25.00,1.32,26.32,2020-03-27 [Closed],,2020-12-13,2075/2076
3,20.00,1.05,21.05,2019-07-03 [Closed],,,2074/2075
4,20.00,1.05,21.05,2018-01-02 [Closed],,,2073/2074
5,20.00,,20.00,2016-11-30 [Closed],,,2072/2073
