sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,3.5,0.1842,3.6842,2021-03-04 [Closed],,2021-07-08,2076/2077
2,5.00,5.00,10.00,2020-06-29 [Closed],,2020-09-08,2075/2076
3,4.00,3.89,7.89,2019-01-04 [Closed],,,2074/2075
4,4.5,0.23,4.73,2017-12-22 [Closed],,,2073/2074
5,5.00,0.26,5.26,2017-02-18 [Closed],,,2072/2073
