sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,15.00,0.7895,15.7895,2020-12-30 [Closed],,2021-02-25,2076/2077
2,6.00,24.00,30.00,2019-12-29 [Closed],,2020-03-15,2075/2076
3,6.00,15.053,21.053,2019-02-28 [Closed],,,2074/2075
4,20.00,1.053,21.053,2018-01-29 [Closed],,,2073/2074
5,20.00,1.05,21.05,2017-03-31 [Closed],2017-06-20,,2072/2073
6,15.00,0.79,15.79,2016-04-11 [Closed],2016-07-29,,2071/2072
7,7.00,8.00,15.00,2015-04-19 [Closed],2015-07-26,,2070/2071
8,0.00,31.58,31.58,2014-05-02 [Closed],2014-06-03,,2069/2070
