sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,7.03,3.37,10.4,2020-10-08 [Closed],,2021-03-07,2076/2077
2,5.00,11.00,16.00,2019-09-27 [Closed],,2019-12-03,2075/2076
3,0.00,10.00,10.00,2018-12-21 [Closed],,,2074/2075
4,9.00,6.00,15.00,2017-11-17 [Closed],,,2073/2074
5,20.75,1.09,21.84,2016-12-16 [Closed],,2017-04-03,2072/2073
6,16.00,0.84,16.84,2016-04-19 [Closed],2016-07-17,2016-08-10,2071/2072
7,12.00,0.63,12.63,2014-11-19 [Closed],2015-01-25,2015-06-09,2070/2071
