sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,12.00,3.7894,15.7894,2021-05-28 [Closed],,,2076/2077
2,15.48,0.00,15.48,2019-06-13 [Closed],,,2074/2075
3,20.00,1.053,21.053,2017-11-01 [Closed],,,2073/2074
4,30.00,1.57,31.57,2016-12-23 [Closed],,,2072/2073
5,25.00,,25.00,2016-03-24 [Closed],,,2071/2072
6,10.00,0.52,10.52,2015-06-17 [Closed],2015-09-07,,2070/2071
7,32.00,,32.00,2013-03-17 [Closed],2013-04-21,,2068/2069
