sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,36.5,0.00,36.5,2021-06-29 [Closed],,,2076/2077
2,5.00,5.00,10.00,2019-06-24 [Closed],,,2074/2075
3,10.00,0.6,10.6,2018-06-19 [Closed],,,2073/2074
