sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,9.00,3.63,12.63,2020-12-25 [Closed],,2021-03-29,2076/2077
2,6.00,10.00,16.00,2019-11-15 [Closed],2019-12-05,2020-07-02,2075/2076
3,10.00,0.53,10.53,2018-12-30 [Closed],,,2074/2075
4,13.00,0.68,13.68,2017-11-10 [Closed],,,2073/2074
5,15.00,0.79,15.79,2017-03-14 [Closed],,,2072/2073
