sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,5.25,2.25,7.5,2020-12-31 [Closed],,2021-03-18,2076/2077
2,2.00,4.75,6.75,2020-03-13 [Closed],,,2075/2076
3,2.00,4.5,6.5,2019-04-12 [Closed],,,2074/2075
4,5.00,5.00,10.00,2018-02-23 [Closed],,,2073/2074
5,10.00,,10.00,2017-03-31 [Closed],,,2072/2073
6,9.00,0.47,9.47,2016-01-22 [Closed],2016-04-26,,2071/2072
7,6.00,3.47,9.47,2015-02-11 [Closed],2015-04-11,,2070/2071
