sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,10.00,0.5263,10.5263,2021-08-20,,,2077/2078
2,4.75,0.25,5.00,2020-12-27 [Closed],,2021-05-02,2076/2077
