sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,0.00,35.00,35.00,2021-08-13 [Closed],,,2077/2078
2,0.00,12.00,12.00,2020-08-21 [Closed],,,2076/2077
3,0.00,6.5,6.5,2019-09-23 [Closed],,,2075/2076
4,0.00,12.00,12.00,2018-09-07 [Closed],,,2074/2075
5,,18.00,18.00,2017-08-28 [Closed],2017-09-15,,2073/2074
6,0.00,15.00,15.00,2016-08-31 [Closed],2016-11-09,,2072/2073
